R 	22:54:17 	9619, 2111, 9619, 2111, 2111
R 	22:54:17 	9619, 2111, 11414, 2111, 224
R 	22:54:17 	9619, 2111, 477, 2112, 217
R 	22:54:17 	9619, 2111, 13093, 2112, 216
R 	22:54:17 	9619, 2111, 13588, 2112, 233
R 	22:54:17 	9619, 2111, 15117, 2112, 230
R 	22:54:17 	9619, 2111, 5341, 2112, 230
R 	22:54:17 	9619, 2111, 5198, 2112, 243
R 	22:54:17 	9619, 2111, 16560, 2112, 213
R 	22:54:17 	9619, 2111, 14050, 2112, 222
R 	22:54:17 	9619, 2111, 9581, 2112, 228
R 	22:54:17 	9619, 2111, 17741, 2113, 191
R 	22:54:17 	9619, 2111, 15182, 2113, 237
R 	22:54:17 	9619, 2111, 19873, 2113, 203
R 	22:54:17 	9619, 2111, 12228, 2114, 227
R 	22:54:17 	9619, 2111, 1372, 2114, 206
R 	22:54:17 	9619, 2111, 18518, 2114, 218
R 	22:54:17 	9619, 2111, 9702, 2114, 208
R 	22:54:17 	9619, 2111, 15198, 2114, 244
R 	22:54:17 	9619, 2111, 19144, 2114, 207
R 	22:54:17 	9619, 2111, 13980, 2114, 204
R 	22:54:17 	9619, 2111, 5252, 2114, 201
R 	22:54:17 	9619, 2111, 13684, 2115, 236
R 	22:54:17 	9619, 2111, 17771, 2115, 215
R 	22:54:17 	9619, 2111, 175, 2115, 217
R 	22:54:17 	9619, 2111, 16239, 2116, 234
R 	22:54:17 	9619, 2111, 2633, 2116, 244
R 	22:54:17 	9619, 2111, 19179, 2116, 232
R 	22:54:17 	9619, 2111, 11501, 2116, 232
R 	22:54:17 	9619, 2111, 7062, 2116, 228
R 	22:54:17 	9619, 2111, 725, 2116, 217
R 	22:54:17 	9619, 2111, 15336, 2116, 234
R 	22:54:17 	9619, 2111, 9064, 2117, 261
R 	22:54:17 	9619, 2111, 12651, 2117, 240
R 	22:54:17 	9619, 2111, 19871, 2117, 225
R 	22:54:17 	9619, 2111, 205, 2117, 232
R 	22:54:17 	9619, 2111, 9835, 2117, 205
R 	22:54:17 	9619, 2111, 12420, 2118, 205
R 	22:54:17 	9619, 2111, 4899, 2118, 229
R 	22:54:17 	9619, 2111, 8452, 2118, 217
R 	22:54:17 	9619, 2111, 13459, 2119, 234
R 	22:54:17 	9619, 2111, 8200, 2119, 208
R 	22:54:17 	9619, 2111, 2044, 2119, 232
R 	22:54:17 	9619, 2111, 18079, 2119, 205
R 	22:54:17 	9619, 2111, 7286, 2119, 232
R 	22:54:17 	9619, 2111, 5420, 2120, 251
R 	22:54:17 	9619, 2111, 6001, 2120, 226
R 	22:54:17 	9619, 2111, 10954, 2120, 231
R 	22:54:17 	9619, 2111, 12308, 2120, 228
R 	22:54:17 	9619, 2111, 14688, 2121, 254
R 	22:54:17 	9619, 2111, 8051, 2121, 227
R 	22:54:17 	9619, 2111, 305, 2121, 237
R 	22:54:17 	9619, 2111, 7812, 2121, 229
R 	22:54:17 	9619, 2111, 7588, 2121, 209
R 	22:54:17 	9619, 2111, 2560, 2122, 214
R 	22:54:17 	9619, 2111, 9111, 2122, 229
R 	22:54:17 	9619, 2111, 9690, 2123, 252
R 	22:54:17 	9619, 2111, 8500, 2123, 245
R 	22:54:17 	9619, 2111, 4187, 2124, 229
R 	22:54:17 	9619, 2111, 80, 2124, 240
R 	22:54:17 	9619, 2111, 15309, 2126, 216
R 	22:54:17 	9619, 2111, 17065, 2126, 229
R 	22:54:17 	9619, 2111, 15489, 2126, 211
R 	22:54:17 	9619, 2111, 10842, 2126, 197
R 	22:54:17 	9619, 2111, 1551, 2126, 261
R 	22:54:17 	9619, 2111, 18576, 2127, 213
R 	22:54:17 	9619, 2111, 13053, 2127, 239
R 	22:54:17 	9619, 2111, 15686, 2128, 243
R 	22:54:17 	9619, 2111, 5883, 2128, 245
R 	22:54:17 	9619, 2111, 15814, 2128, 189
R 	22:54:17 	9619, 2111, 8013, 2128, 219
R 	22:54:17 	9619, 2111, 7883, 2129, 230
R 	22:54:17 	9619, 2111, 387, 2130, 218
R 	22:54:17 	9619, 2111, 223, 2130, 229
R 	22:54:17 	9619, 2111, 18236, 2131, 215
R 	22:54:17 	9619, 2111, 5810, 2131, 206
R 	22:54:17 	9619, 2111, 12250, 2132, 225
R 	22:54:17 	9619, 2111, 1438, 2133, 211
R 	22:54:17 	9619, 2111, 2493, 2133, 243
R 	22:54:17 	9619, 2111, 3211, 2133, 222
R 	22:54:17 	9619, 2111, 17611, 2134, 241
R 	22:54:17 	9619, 2111, 1031, 2135, 249
R 	22:54:17 	9619, 2111, 7385, 2136, 200
R 	22:54:17 	9619, 2111, 6537, 2136, 211
R 	22:54:17 	9619, 2111, 6108, 2138, 232
R 	22:54:17 	9619, 2111, 15077, 2138, 251
R 	22:54:17 	9619, 2111, 7837, 2141, 211
R 	22:54:17 	9619, 2111, 506, 2142, 222
R 	22:54:17 	9619, 2111, 7194, 2143, 209
R 	22:54:17 	9619, 2111, 726, 2144, 249
R 	22:54:17 	9619, 2111, 5283, 2145, 226
R 	22:54:17 	9619, 2111, 5721, 2146, 254
R 	22:54:17 	9619, 2111, 13584, 2148, 226
R 	22:54:17 	9619, 2111, 7204, 2152, 236
R 	22:54:17 	9619, 2111, 5163, 2153, 220
R 	22:54:17 	9619, 2111, 19623, 2155, 231
R 	22:54:17 	9619, 2111, 19036, 2155, 230
R 	22:54:17 	9619, 2111, 487, 2160, 236
R 	22:54:17 	9619, 2111, 18565, 2171, 234
R 	22:54:17 	9619, 2111, 0, 17989, 197
R 	22:54:17 	11414, 2111, 9619, 2111, 224
R 	22:54:17 	11414, 2111, 11414, 2111, 2111
R 	22:54:17 	11414, 2111, 477, 2112, 231
R 	22:54:17 	11414, 2111, 13093, 2112, 232
R 	22:54:17 	11414, 2111, 13588, 2112, 218
R 	22:54:17 	11414, 2111, 15117, 2112, 212
R 	22:54:17 	11414, 2111, 5341, 2112, 221
R 	22:54:17 	11414, 2111, 5198, 2112, 231
R 	22:54:17 	11414, 2111, 16560, 2112, 242
R 	22:54:17 	11414, 2111, 14050, 2112, 245
R 	22:54:17 	11414, 2111, 9581, 2112, 231
R 	22:54:17 	11414, 2111, 17741, 2113, 200
R 	22:54:17 	11414, 2111, 15182, 2113, 250
R 	22:54:17 	11414, 2111, 19873, 2113, 213
R 	22:54:17 	11414, 2111, 12228, 2114, 217
R 	22:54:17 	11414, 2111, 1372, 2114, 236
R 	22:54:17 	11414, 2111, 18518, 2114, 224
R 	22:54:17 	11414, 2111, 9702, 2114, 203
R 	22:54:17 	11414, 2111, 15198, 2114, 224
R 	22:54:17 	11414, 2111, 19144, 2114, 230
R 	22:54:17 	11414, 2111, 13980, 2114, 217
R 	22:54:17 	11414, 2111, 5252, 2114, 213
R 	22:54:17 	11414, 2111, 13684, 2115, 205
R 	22:54:17 	11414, 2111, 17771, 2115, 217
R 	22:54:17 	11414, 2111, 175, 2115, 219
R 	22:54:17 	11414, 2111, 16239, 2116, 224
R 	22:54:17 	11414, 2111, 2633, 2116, 207
R 	22:54:17 	11414, 2111, 19179, 2116, 209
R 	22:54:17 	11414, 2111, 11501, 2116, 216
R 	22:54:17 	11414, 2111, 7062, 2116, 199
R 	22:54:17 	11414, 2111, 725, 2116, 229
R 	22:54:17 	11414, 2111, 15336, 2116, 232
R 	22:54:17 	11414, 2111, 9064, 2117, 233
R 	22:54:17 	11414, 2111, 12651, 2117, 220
R 	22:54:17 	11414, 2111, 19871, 2117, 210
R 	22:54:17 	11414, 2111, 205, 2117, 205
R 	22:54:17 	11414, 2111, 9835, 2117, 212
R 	22:54:17 	11414, 2111, 12420, 2118, 214
R 	22:54:17 	11414, 2111, 4899, 2118, 227
R 	22:54:17 	11414, 2111, 8452, 2118, 224
R 	22:54:17 	11414, 2111, 13459, 2119, 231
R 	22:54:17 	11414, 2111, 8200, 2119, 222
R 	22:54:17 	11414, 2111, 2044, 2119, 214
R 	22:54:17 	11414, 2111, 18079, 2119, 228
R 	22:54:17 	11414, 2111, 7286, 2119, 236
R 	22:54:17 	11414, 2111, 5420, 2120, 212
R 	22:54:17 	11414, 2111, 6001, 2120, 251
R 	22:54:17 	11414, 2111, 10954, 2120, 212
R 	22:54:17 	11414, 2111, 12308, 2120, 231
R 	22:54:17 	11414, 2111, 14688, 2121, 234
R 	22:54:17 	11414, 2111, 8051, 2121, 218
R 	22:54:17 	11414, 2111, 305, 2121, 230
R 	22:54:17 	11414, 2111, 7812, 2121, 215
R 	22:54:17 	11414, 2111, 7588, 2121, 218
R 	22:54:17 	11414, 2111, 2560, 2122, 234
R 	22:54:17 	11414, 2111, 9111, 2122, 232
R 	22:54:17 	11414, 2111, 9690, 2123, 224
R 	22:54:17 	11414, 2111, 8500, 2123, 227
R 	22:54:17 	11414, 2111, 4187, 2124, 221
R 	22:54:17 	11414, 2111, 80, 2124, 224
R 	22:54:17 	11414, 2111, 15309, 2126, 209
R 	22:54:17 	11414, 2111, 17065, 2126, 208
R 	22:54:17 	11414, 2111, 15489, 2126, 230
R 	22:54:17 	11414, 2111, 10842, 2126, 243
R 	22:54:17 	11414, 2111, 1551, 2126, 222
R 	22:54:17 	11414, 2111, 18576, 2127, 237
R 	22:54:17 	11414, 2111, 13053, 2127, 242
R 	22:54:17 	11414, 2111, 15686, 2128, 212
R 	22:54:17 	11414, 2111, 5883, 2128, 217
R 	22:54:17 	11414, 2111, 15814, 2128, 239
R 	22:54:17 	11414, 2111, 8013, 2128, 223
R 	22:54:17 	11414, 2111, 7883, 2129, 226
R 	22:54:17 	11414, 2111, 387, 2130, 250
R 	22:54:17 	11414, 2111, 223, 2130, 210
R 	22:54:17 	11414, 2111, 18236, 2131, 234
R 	22:54:17 	11414, 2111, 5810, 2131, 227
R 	22:54:17 	11414, 2111, 12250, 2132, 218
R 	22:54:17 	11414, 2111, 1438, 2133, 226
R 	22:54:17 	11414, 2111, 2493, 2133, 237
R 	22:54:17 	11414, 2111, 3211, 2133, 229
R 	22:54:17 	11414, 2111, 17611, 2134, 218
R 	22:54:17 	11414, 2111, 1031, 2135, 211
R 	22:54:17 	11414, 2111, 7385, 2136, 238
R 	22:54:17 	11414, 2111, 6537, 2136, 237
R 	22:54:17 	11414, 2111, 6108, 2138, 217
R 	22:54:17 	11414, 2111, 15077, 2138, 233
R 	22:54:17 	11414, 2111, 7837, 2141, 225
R 	22:54:17 	11414, 2111, 506, 2142, 228
R 	22:54:17 	11414, 2111, 7194, 2143, 233
R 	22:54:17 	11414, 2111, 726, 2144, 207
R 	22:54:17 	11414, 2111, 5283, 2145, 199
R 	22:54:17 	11414, 2111, 5721, 2146, 230
R 	22:54:17 	11414, 2111, 13584, 2148, 246
R 	22:54:17 	11414, 2111, 7204, 2152, 238
R 	22:54:17 	11414, 2111, 5163, 2153, 228
R 	22:54:17 	11414, 2111, 19623, 2155, 223
R 	22:54:17 	11414, 2111, 19036, 2155, 232
R 	22:54:17 	11414, 2111, 487, 2160, 220
R 	22:54:17 	11414, 2111, 18565, 2171, 224
R 	22:54:17 	11414, 2111, 0, 17989, 216
R 	22:54:17 	477, 2112, 9619, 2111, 217
R 	22:54:17 	477, 2112, 11414, 2111, 231
R 	22:54:17 	477, 2112, 477, 2112, 2112
R 	22:54:17 	477, 2112, 13093, 2112, 241
R 	22:54:17 	477, 2112, 13588, 2112, 195
R 	22:54:17 	477, 2112, 15117, 2112, 224
R 	22:54:17 	477, 2112, 5341, 2112, 228
R 	22:54:17 	477, 2112, 5198, 2112, 238
R 	22:54:17 	477, 2112, 16560, 2112, 223
R 	22:54:17 	477, 2112, 14050, 2112, 238
R 	22:54:17 	477, 2112, 9581, 2112, 231
R 	22:54:17 	477, 2112, 17741, 2113, 230
R 	22:54:17 	477, 2112, 15182, 2113, 207
R 	22:54:17 	477, 2112, 19873, 2113, 236
R 	22:54:17 	477, 2112, 12228, 2114, 245
R 	22:54:17 	477, 2112, 1372, 2114, 228
R 	22:54:17 	477, 2112, 18518, 2114, 212
R 	22:54:17 	477, 2112, 9702, 2114, 200
R 	22:54:17 	477, 2112, 15198, 2114, 223
R 	22:54:17 	477, 2112, 19144, 2114, 214
R 	22:54:17 	477, 2112, 13980, 2114, 237
R 	22:54:17 	477, 2112, 5252, 2114, 241
R 	22:54:17 	477, 2112, 13684, 2115, 239
R 	22:54:17 	477, 2112, 17771, 2115, 217
R 	22:54:17 	477, 2112, 175, 2115, 235
R 	22:54:17 	477, 2112, 16239, 2116, 216
R 	22:54:17 	477, 2112, 2633, 2116, 208
R 	22:54:17 	477, 2112, 19179, 2116, 259
R 	22:54:17 	477, 2112, 11501, 2116, 215
R 	22:54:17 	477, 2112, 7062, 2116, 233
R 	22:54:17 	477, 2112, 725, 2116, 200
R 	22:54:17 	477, 2112, 15336, 2116, 209
R 	22:54:17 	477, 2112, 9064, 2117, 230
R 	22:54:17 	477, 2112, 12651, 2117, 223
R 	22:54:17 	477, 2112, 19871, 2117, 214
R 	22:54:17 	477, 2112, 205, 2117, 218
R 	22:54:17 	477, 2112, 9835, 2117, 226
R 	22:54:17 	477, 2112, 12420, 2118, 228
R 	22:54:17 	477, 2112, 4899, 2118, 222
R 	22:54:17 	477, 2112, 8452, 2118, 226
R 	22:54:17 	477, 2112, 13459, 2119, 216
R 	22:54:17 	477, 2112, 8200, 2119, 210
R 	22:54:17 	477, 2112, 2044, 2119, 210
R 	22:54:17 	477, 2112, 18079, 2119, 230
R 	22:54:17 	477, 2112, 7286, 2119, 230
R 	22:54:17 	477, 2112, 5420, 2120, 211
R 	22:54:17 	477, 2112, 6001, 2120, 205
R 	22:54:17 	477, 2112, 10954, 2120, 234
R 	22:54:17 	477, 2112, 12308, 2120, 221
R 	22:54:17 	477, 2112, 14688, 2121, 240
R 	22:54:17 	477, 2112, 8051, 2121, 191
R 	22:54:17 	477, 2112, 305, 2121, 237
